Bin_Index,Flux_Ion,Flux_Atom,E_ion,E_atom,alpha_ion,alpha_atom,heat_total
1.800000000000000000e+01,4.045652692308692093e+20,6.420598684615384269e+19,1.354066923086923104e+02,5.560483084615461280e+01,6.000000000000000000e+01,4.500000000000000000e+01,6.343203308692308862e+04
1.900000000000000000e+01,1.998680000000000000e+21,4.666300000000000000e+20,1.282050000000000125e+02,6.189869999999999898e+01,6.000000000000000000e+01,4.500000000000000000e+01,1.261120000000000000e+05
2.000000000000000000e+01,2.649059999999999869e+21,8.083449999999999682e+20,1.224950000000000045e+02,8.585469999999999402e+01,6.000000000000000000e+01,4.500000000000000000e+01,1.899490000000000000e+05
2.100000000000000000e+01,4.088569999999999934e+21,8.338910000000000328e+20,1.152309999999999945e+02,5.228920000000000300e+01,6.000000000000000000e+01,4.500000000000000000e+01,2.506250000000000000e+05
2.200000000000000000e+01,4.681980000000000131e+21,9.552400000000000000e+20,1.010240000000000009e+02,6.245349999999999824e+01,6.000000000000000000e+01,4.500000000000000000e+01,3.839840000000000000e+05
2.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,9.092320000000000000e+21,2.160590000000000066e+21,8.538939999999999486e+01,4.093110000000000080e+01,6.000000000000000000e+01,4.500000000000000000e+01,8.256330000000000000e+05
2.500000000000000000e+01,4.810939999999999608e+22,1.181465999999999934e+22,3.446304999999999552e+01,2.863865000000000082e+01,6.000000000000000000e+01,4.500000000000000000e+01,1.246620000000000000e+06
2.600000000000000000e+01,1.845319999999999906e+23,9.586120000000000368e+22,5.648280000000000124e+00,6.835899999999999643e+00,6.000000000000000000e+01,4.500000000000000000e+01,1.001300000000000000e+06
2.700000000000000000e+01,1.459959499999999846e+23,4.231530000000000480e+23,1.845890000000000042e+00,2.253888499999999856e+00,6.000000000000000000e+01,4.500000000000000000e+01,6.519692500000000000e+05
2.800000000000000000e+01,2.819996500000000023e+22,6.654099999999999869e+22,1.188349999999999898e+00,1.534032499999999910e+00,6.000000000000000000e+01,4.500000000000000000e+01,1.118516250000000000e+05
2.900000000000000000e+01,1.510058600000000000e+21,9.161594000000000459e+21,8.696541999999999328e-01,1.121828600000000036e+00,6.000000000000000000e+01,4.500000000000000000e+01,1.324184000000000015e+04
3.000000000000000000e+01,9.185680000000000000e+19,6.409054999999999388e+21,6.604090000000000238e-01,1.066084999999999949e+00,6.000000000000000000e+01,4.500000000000000000e+01,6.180920000000000083e+03
3.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
